course_id,course_code,course_title,course_grade,course_credits,course_points,course_gpa,comments,CGPA
,,,CMPS412,ADVANCED COMPUTER ARCHITECTURE,C+,3.00,7.50,2.50
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B,3.00,9.00,3.00
,,,CMPS324,SOFTWARE ENGINEERING,C,3.00,6.00,2.00
,,,CMPS316,PROGRAMMING LANGUAGES,C,3.00,6.00,2.00
,,,CMPS417,JAVA PROGRAMMING,F,3.00,0.00,0.00
,,,CMPS332,P C REPAIR,C+,3.00,7.50,2.50
,,,CMPS328,DATABASE MGMT. SYS. II,B,3.00,9.00,3.00
,,,PHYS241,GENERAL PHYSICS I,B+,3.00,10.50,3.50
,,,MATH480,LINEAR PROGRAMMING.,C+,3.00,7.50,2.50
,,,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00
,,,CMPS314,ALGORITHMS,B,3.00,9.00,3.00
,,,MATH330,DISCRETE MATHEMATHICS,C,3.00,6.00,2.00
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00
,,,CMPS414,NETWORKING II,C+,3.00,7.50,2.50
,,,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00
,,,MATH441,NUMERICAL ANALYSIS,C,3.00,6.00,2.00
,,,CMPS418,LINUX ADMINISTRATION,A,3.00,12.00,4.00
,,,CMPS314,ALGORITHMS,B,3.00,9.00,3.00
,,,CMPS324,SOFTWARE ENGINEERING,A,3.00,12.00,4.00
,,,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00
,,,CMPS332,P C REPAIR,A,3.00,12.00,4.00
,,,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B+,3.00,10.50,3.50
,,,PHYS241,GENERAL PHYSICS I,A-,3.00,11.25,3.75
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B+,3.00,10.50,3.50
,,,CMPS417,JAVA PROGRAMMING,C+,3.00,7.50,2.50
,,,MATH480,LINEAR PROGRAMMING.,B+,3.00,10.50,3.50
,,,CMPS316,PROGRAMMING LANGUAGES,C+,3.00,7.50,2.50
,,,ENGL318,TECHNICAL WRITING.,B,3.00,9.00,3.00
,,,CMPS328,DATABASE MGMT. SYS. II,B,3.00,9.00,3.00
,,,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00
,,,MATH330,DISCRETE MATHEMATHICS,B+,3.00,10.50,3.50
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00
,,,CMPS414,NETWORKING II,B+,3.00,10.50,3.50
,,,MATH441,NUMERICAL ANALYSIS,A-,3.00,11.25,3.75
,,,CMPS328,DATABASE MGMT. SYS. II,A-,3.00,11.25,3.75
,,,CMPS324,SOFTWARE ENGINEERING,C,3.00,6.00,2.00
,,,CMPS328,DATABASE MGMT. SYS. II,A-,3.00,11.25,3.75
,,,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B+,3.00,10.50,3.50
,,,CMPS414,NETWORKING II,C+,3.00,7.50,2.50
,,,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B+,3.00,10.50,3.50
,,,ENGL112,COLLEGE ENGLISH II,B+,3.00,10.50,3.50
,,,MATH480,LINEAR PROGRAMMING.,A,3.00,12.00,4.00
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,A,3.00,12.00,4.00
,,,CMPS324,SOFTWARE ENGINEERING,A-,3.00,11.25,3.75
,,,CMPS332,P C REPAIR,A,3.00,12.00,4.00
,,,PHYS241,GENERAL PHYSICS I,A,3.00,12.00,4.00
,,,CMPS156,DATA STRUCTURES,A-,3.00,11.25,3.75
,,,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00
,,,CMPS422,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,CMPS245,DATABASE MANAGEMENT SYSTEMS I,B+,3.00,10.50,3.50
,,,CMPS314,ALGORITHMS,C+,3.00,7.50,2.50
,,,CMPS316,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75
,,,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50
,,,MATH330,DISCRETE MATHEMATHICS,A-,3.00,11.25,3.75
,,,MATH441,NUMERICAL ANALYSIS,B+,3.00,10.50,3.50
,,,CMPS157,SYSTEM ANALYSIS,B+,3.00,10.50,3.50
,,,MGMT101,APPLIED MANAGEMENT I,A-,3.00,11.25,3.75
,,,CMPS360,MANAGEMENT INFORMATION SYSTEM,C,3.00,6.00,2.00
,,,EDUC3101,SOCIAL CONTEXT OF SCHOOLING,A,3.00,12.00,4.00
,,,PHIL1014,ETHICS,C+,3.00,7.50,2.50
,,,MATH3151,LINEAR ALGEBRA,B,3.00,9.00,3.00
,,,CMPS2212,GUI PROGRAMMING,A-,3.00,11.25,3.75
,,,CMPS4151,NETWORK ENGINEERING,B,3.00,9.00,3.00
,,,MATH2201,CALCULUS II,D,3.00,3.00,1.00
,,,CMPS3252,ALGORITHMS,C,3.00,6.00,2.00
,,,EDUC2224,TEACHING METHODS FOR SECONDARY LEVEL,A-,3.00,11.25,3.75
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,EDUC3453,CLASSROOM ASSESSMENT,A-,3.00,11.25,3.75
,,,CMPS319,SYSTEMS ENGINEERING,A-,3.00,11.25,3.75
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B+,3.00,10.50,3.50
,,,CMPS1212,BASIC PC REPAIR,A-,3.00,11.25,3.75
,,,EDUC4153,PROFESSIONALISM IN EDUCATION,A-,3.00,11.25,3.75
,,,CMPS3111,PROGRAMMING LANGUAGES,C+,3.00,7.50,2.50
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C,3.00,6.00,2.00
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,C,3.00,6.00,2.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,EDUC3451,PHILOSOPHY OF EDUCATION,A-,3.00,11.25,3.75
,,,EDUC3302,INSTRUCTIONAL TECHNIQUES,B+,3.00,10.50,3.50
,,,MATH2201,CALCULUS II,D+,3.00,4.50,1.50
,,,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50
,,,CMPS323,SYSTEMS ADMINISTRATION,C+,3.00,7.50,2.50
,,,ENGL2105,COMMUNICATION SKILLS,B,3.00,9.00,3.00
,,,PHYS1015L,GENERAL PHYSICS I LAB,A,1.00,4.00,4.00
,,,PHYS1015,GENERAL PHYSICS I,A-,3.00,11.25,3.75
,,,CMPS3131,ADVANCED GUI PROGRAMMING,C+,3.00,7.50,2.50
,,,CMPS3151,TELECOMMUNICATION,C+,3.00,7.50,2.50
,,,MATH3251,CALCULUS III,C+,3.00,7.50,2.50
,,,CMPS332,P C REPAIR,A,3.00,12.00,4.00
,,,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B,3.00,9.00,3.00
,,,CMPS315,NETWORK ENGINEERING,B+,3.00,10.50,3.50
,,,MATH322,LINEAR ALGEBRA 1,D+,3.00,4.50,1.50
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,C,3.00,6.00,2.00
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,C+,3.00,7.50,2.50
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,C+,3.00,7.50,2.50
,,,CMPS324,SOFTWARE ENGINEERING,C+,3.00,7.50,2.50
,,,CMPS328,DATABASE MGMT. SYS. II,B,3.00,9.00,3.00
,,,MAT103,TRIGONOMETRY 1,C,3.00,6.00,2.00
,,,MAT103,TRIGONOMETRY 1,C,3.00,6.00,2.00
,,,PHYS241,GENERAL PHYSICS I,B,3.00,9.00,3.00
,,,CMPS416,COMPILER CONSTRUCTION,WF,3.00,0.00,0.00
,,,CMPS422,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B,3.00,9.00,3.00
,,,MATH330,DISCRETE MATHEMATHICS,F,3.00,0.00,0.00
,,,PHYS241,GENERAL PHYSICS I,D,3.00,3.00,1.00
,,,MATH322,LINEAR ALGEBRA 1,D,3.00,3.00,1.00
,,,MATH330,DISCRETE MATHEMATHICS,B,3.00,9.00,3.00
,,,PHYS241,GENERAL PHYSICS I,D,3.00,3.00,1.00
,,,CMPS414,NETWORKING II,F,3.00,0.00,0.00
,,,MATH330,DISCRETE MATHEMATHICS,D,3.00,3.00,1.00
,,,CMPS316,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,MATH441,NUMERICAL ANALYSIS,F,4.00,0.00,0.00
,,,MATH330,DISCRETE MATHEMATHICS,D+,3.00,4.50,1.50
,,,MATH441,NUMERICAL ANALYSIS,C+,3.00,7.50,2.50
,,,CMPS416,COMPILER CONSTRUCTION,C,3.00,6.00,2.00
,,,MATH322,LINEAR ALGEBRA 1,B,3.00,9.00,3.00
,,,CMPS314,ALGORITHMS,C+,3.00,7.50,2.50
,,,CMPS316,PROGRAMMING LANGUAGES,F,3.00,0.00,0.00
,,,ENGL318,TECHNICAL WRITING.,B,3.00,9.00,3.00
,,,CMPS424,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,CMPS144,PRINCIPLES OF PROGRAMMING II,F,3.00,0.00,0.00
,,,CMPS155,COMPUTER TECHNOLOGY,B,3.00,9.00,3.00
,,,MATH121,INTERMEDIATE ALGEBRA,D+,3.00,4.50,1.50
,,,CMPS248,SOFTWARE IN SOCIETY,B+,3.00,10.50,3.50
,,,CMPS146,PROGRAMMING FOUNDATIONS,C+,4.00,10.00,2.50
,,,SPAN111,SPANISH 1,C+,3.00,7.50,2.50
,,,PSYC221,INTRO TO PSYCHOLOGY,W,3.00,,
,,,HIST201,BELIZEAN HISTORY,C,3.00,6.00,2.00
,,,CMPS157,SYSTEM ANALYSIS,F,3.00,0.00,0.00
,,,MATH124,TRIGONOMETRY,F,3.00,0.00,0.00
,,,CMPS145,INTRODUCTION TO COMPUTER SYSTEMS,C+,3.00,7.50,2.50
,,,CMPS155,COMPUTER TECHNOLOGY,C,3.00,6.00,2.00
,,,CMPS316,PROGRAMMING LANGUAGES,C+,3.00,7.50,2.50
,,,PHYS241,GENERAL PHYSICS I,B,3.00,9.00,3.00
,,,PSYC221,INTRO TO PSYCHOLOGY,B,3.00,9.00,3.00
,,,CMPS247,COMPUTER NETWORKING I,B,3.00,9.00,3.00
,,,MATH104,CALCULUS I,D+,3.00,4.50,1.50
,,,CMPS144,PRINCIPLES OF PROGRAMMING II,F,3.00,0.00,0.00
,,,CMPS213,BASIC PC REPAIR,B,3.00,9.00,3.00
,,,MATH104,CALCULUS I,D+,3.00,4.50,1.50
,,,CMPS4211,ADVANCED PC REPAIR,B+,3.00,10.50,3.50
,,,CMPS3252,ALGORITHMS,D+,3.00,4.50,1.50
,,,CMPS4131,SOFTWARE ENGINEERING,C,3.00,6.00,2.00
,,,CMPS4151,NETWORK ENGINEERING,C+,3.00,7.50,2.50
,,,MATH3151,LINEAR ALGEBRA,F,3.00,0.00,0.00
,,,MATH3151,LINEAR ALGEBRA,D+,3.00,4.50,1.50
,,,MATH3151,LINEAR ALGEBRA,C,3.00,6.00,2.00
,,,CMPS248,SOFTWARE IN SOCIETY,A-,3.00,11.25,3.75
,,,CMPS324,SOFTWARE ENGINEERING,F,3.00,0.00,0.00
,,,CMPS156,DATA STRUCTURES,F,3.00,0.00,0.00
,,,CMPS144,PRINCIPLES OF PROGRAMMING II,RE,3.00,0.00,0.00
,,,CMPS360,MANAGEMENT INFORMATION SYSTEM,A,3.00,12.00,4.00
,,,CMPS3131,ADVANCED GUI PROGRAMMING,C,3.00,6.00,2.00
,,,CMPS2992,PROJECT,A-,3.00,11.25,3.75
,,,CMPS3232,SYSTEMS ADMINISTRATION,D,3.00,3.00,1.00
,,,MATH1302,CALCULUS I,C,3.00,6.00,2.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,F,3.00,0.00,0.00
,,,MATH2251,INTRO TO DISCRETE MATH,B,3.00,9.00,3.00
,,,CMPS245,DATABASE MANAGEMENT SYSTEMS I,C+,3.00,7.50,2.50
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,D,3.00,3.00,1.00
,,,ENGL318,TECHNICAL WRITING.,B,3.00,9.00,3.00
,,,CMPS242,GUI PROGRAMMING,F,3.00,0.00,0.00
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,C+,3.00,7.50,2.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,F,3.00,0.00,0.00
,,,CMPS3232,SYSTEMS ADMINISTRATION,C,3.00,6.00,2.00
,,,MATH4352,NUMERICAL ANALYSIS,C+,4.00,10.00,2.50
,,,CMPS146,PROGRAMMING FOUNDATIONS,B,4.00,12.00,3.00
,,,CMPS157,SYSTEM ANALYSIS,B+,3.00,10.50,3.50
,,,CMPS156,DATA STRUCTURES,C,3.00,6.00,2.00
,,,CMPS256,OPERATING SYSTEMS,WF,3.00,0.00,0.00
,,,CMPS244,WEB APPLICATION DEV. 1,C,3.00,6.00,2.00
,,,CMPS3151,TELECOMMUNICATION,C,3.00,6.00,2.00
,,,CMPS1232,PRINCIPLES OF PROGRAMMING II,B,3.00,9.00,3.00
,,,CMPS3252,ALGORITHMS,C,3.00,6.00,2.00
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,CMPS255,OBJECT ORIENTED SYSTEM DEV.,C+,4.00,10.00,2.50
,,,CMPS314,ALGORITHMS,WF,3.00,0.00,0.00
,,,CMPS144,PRINCIPLES OF PROGRAMMING II,F,3.00,0.00,0.00
,,,CMPS256,OPERATING SYSTEMS,F,3.00,0.00,0.00
,,,CMPS144,PRINCIPLES OF PROGRAMMING II,F,3.00,0.00,0.00
,,,CMPS2252,OPERATING SYSTEMS,C,3.00,6.00,2.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C,3.00,6.00,2.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,D,3.00,3.00,1.00
,,,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,B,3.00,9.00,3.00
,,,EDUC3252,INTRODUCTION TO GUIDANCE & COUNSELLING,A-,3.00,11.25,3.75
,,,SPAN111,SPANISH 1,C+,3.00,7.50,2.50
,,,CMPS242,GUI PROGRAMMING,D,3.00,3.00,1.00
,,,MATH1201,TRIGONOMETRY,B+,3.00,10.50,3.50
,,,CMPS3232,SYSTEMS ADMINISTRATION,D,3.00,3.00,1.00
,,,MATH3151,LINEAR ALGEBRA,F,3.00,0.00,0.00
,,,MATH2201,CALCULUS II,RE,3.00,0.00,0.00
,,,MATH2201,CALCULUS II,D,3.00,3.00,1.00
,,,MATH2201,CALCULUS II,C,3.00,6.00,2.00
,,,CMPS246,COMPUTER ARCHITECTURE,B+,3.00,10.50,3.50
,,,SPAN111,SPANISH 1,C+,3.00,7.50,2.50
,,,CMPS260,PROJECT,A,3.00,12.00,4.00
,,,MATH125,ADVANCED ALGEBRA,B+,3.00,10.50,3.50
,,,CMPS314,ALGORITHMS,B,3.00,9.00,3.00
,,,MATH326,LINEAR PROGRAMMING,B,3.00,9.00,3.00
,,,MATH124,TRIGONOMETRY,B+,3.00,10.50,3.50
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B,3.00,9.00,3.00
,,,PHYS241,GENERAL PHYSICS I,C,3.00,6.00,2.00
,,,CMPS414,NETWORKING II,A,3.00,12.00,4.00
,,,MATH330,DISCRETE MATHEMATHICS,C+,3.00,7.50,2.50
,,,HIST201,BELIZEAN HISTORY,B,3.00,9.00,3.00
,,,CMPS255,OBJECT ORIENTED SYSTEM DEV.,B,3.00,9.00,3.00
,,,CMPS316,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,A-,3.00,11.25,3.75
,,,CMPS324,SOFTWARE ENGINEERING,A,3.00,12.00,4.00
,,,CMPS328,DATABASE MGMT. SYS. II,B+,3.00,10.50,3.50
,,,CMPS332,P C REPAIR,A,3.00,12.00,4.00
,,,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B,3.00,9.00,3.00
,,,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50
,,,SOCL221,INTRODUCTION TO SOCIOLOGY,B,3.00,9.00,3.00
,,,CMPS429,SENIOR INTERNSHIP,B+,12.00,42.00,3.50
,,,GSTU101,STUDY SKILLS,B+,1.00,3.50,3.50
,,,CMPS156,DATA STRUCTURES,AU,3.00,0.00,0.00
,,,MATH210,DIFFERENTIAL CALCULUS,C+,4.00,10.00,2.50
,,,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00
,,,CMPS418,LINUX ADMINISTRATION,C+,3.00,7.50,2.50
,,,CMPS247,COMPUTER NETWORKING I,B,3.00,9.00,3.00
,,,CMPS248,SOFTWARE IN SOCIETY,B+,3.00,10.50,3.50
,,,PSYC221,INTRO TO PSYCHOLOGY,B+,3.00,10.50,3.50
,,,MATH441,NUMERICAL ANALYSIS,A-,3.00,11.25,3.75
,,,CMPS155,COMPUTER TECHNOLOGY,A-,3.00,11.25,3.75
,,,CMPS156,DATA STRUCTURES,B,3.00,9.00,3.00
,,,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B+,3.00,10.50,3.50
,,,GSTU101,STUDY SKILLS,B+,1.00,3.50,3.50
,,,MATH124,TRIGONOMETRY,WF,3.00,0.00,0.00
,,,MATH125,ADVANCED ALGEBRA,WF,3.00,0.00,0.00
,,,CMPS245,DATABASE MANAGEMENT SYSTEMS I,B+,3.00,10.50,3.50
,,,CMPS260,PROJECT,B+,3.00,10.50,3.50
,,,MATH104,CALCULUS I,WF,3.00,0.00,0.00
,,,CMPS248,SOFTWARE IN SOCIETY,A-,3.00,11.25,3.75
,,,CMPS146,PROGRAMMING FOUNDATIONS,C+,4.00,10.00,2.50
,,,CMPS157,SYSTEM ANALYSIS,A-,3.00,11.25,3.75
,,,CMPS247,COMPUTER NETWORKING I,A,3.00,12.00,4.00
,,,CMPS416,COMPILER CONSTRUCTION,B+,3.00,10.50,3.50
,,,CMPS246,COMPUTER ARCHITECTURE,A-,3.00,11.25,3.75
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B,3.00,9.00,3.00
,,,CMPS414,NETWORKING II,A,3.00,12.00,4.00
,,,CMPS418,LINUX ADMINISTRATION,B+,3.00,10.50,3.50
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00
,,,CMPS328,DATABASE MGMT. SYS. II,F,3.00,0.00,0.00
,,,PHYS241,GENERAL PHYSICS I,C+,3.00,7.50,2.50
,,,CMPS145,INTRODUCTION TO COMPUTER SYSTEMS,A-,3.00,11.25,3.75
,,,MATH121,INTERMEDIATE ALGEBRA,C,3.00,6.00,2.00
,,,CMPS256,OPERATING SYSTEMS,C+,3.00,7.50,2.50
,,,MATH124,TRIGONOMETRY,B+,3.00,10.50,3.50
,,,CMPS255,OBJECT ORIENTED SYSTEM DEV.,B,4.00,12.00,3.00
,,,CMPS314,ALGORITHMS,B,3.00,9.00,3.00
,,,CMPS324,SOFTWARE ENGINEERING,D+,3.00,4.50,1.50
,,,ENGL318,TECHNICAL WRITING.,C+,3.00,7.50,2.50
,,,SPAN111,SPANISH 1,A-,3.00,11.25,3.75
,,,CMPS144,PRINCIPLES OF PROGRAMMING II,B+,3.00,10.50,3.50
,,,MATH125,ADVANCED ALGEBRA,B+,3.00,10.50,3.50
,,,CMPS316,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS316,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS314,ALGORITHMS,F,3.00,0.00,0.00
,,,CMPS314,ALGORITHMS,D,3.00,3.00,1.00
,,,CMPS324,SOFTWARE ENGINEERING,C,3.00,6.00,2.00
,,,ENGL318,TECHNICAL WRITING.,C,3.00,6.00,2.00
,,,CMPS328,DATABASE MGMT. SYS. II,C+,3.00,7.50,2.50
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,D+,3.00,4.50,1.50
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,F,3.00,0.00,0.00
,,,CMPS414,NETWORKING II,F,3.00,0.00,0.00
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,F,3.00,0.00,0.00
,,,MATH330,DISCRETE MATHEMATHICS,D+,3.00,4.50,1.50
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B+,3.00,10.50,3.50
,,,CMPS418,LINUX ADMINISTRATION,C+,3.00,7.50,2.50
,,,CMPS416,COMPILER CONSTRUCTION,B+,3.00,10.50,3.50
,,,CMPS328,DATABASE MGMT. SYS. II,A,3.00,12.00,4.00
,,,MATH330,DISCRETE MATHEMATHICS,B,3.00,9.00,3.00
,,,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B,3.00,9.00,3.00
,,,PHYS241,GENERAL PHYSICS I,B+,3.00,10.50,3.50
,,,MATH441,NUMERICAL ANALYSIS,B,3.00,9.00,3.00
,,,MATH480,LINEAR PROGRAMMING.,C+,3.00,7.50,2.50
,,,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50
,,,CMPS324,SOFTWARE ENGINEERING,B,3.00,9.00,3.00
,,,CMPS414,NETWORKING II,C+,3.00,7.50,2.50
,,,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00
,,,CMPS314,ALGORITHMS,B,3.00,9.00,3.00
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,C+,3.00,7.50,2.50
,,,CMPS316,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS328,DATABASE MGMT. SYS. II,F,3.00,0.00,0.00
,,,CMPS332,P C REPAIR,A-,3.00,11.25,3.75
,,,BLD109A,MASONRY THEORY,D+,1.00,1.50,1.50
,,,BLD115,GEOMETRY,C,1.00,2.00,2.00
,,,BLD109C,PLUMBING (THEORY),C+,3.00,7.50,2.50
,,,BLD109F,INDUSTRIAL ORIENTATION,C+,1.00,2.50,2.50
,,,BLD110B,CARPENTRY & JOINERY (THEORY),F,1.00,0.00,0.00
,,,BLD102,ELEMENTARY SURVEYING I,NG,2.00,,
,,,BLD109B,CARPENTRY & JOINERY (THEORY),C,1.00,2.00,2.00
,,,ENGL111,COLLEGE ENGLISH I,C,3.00,6.00,2.00
,,,BLD108,BUILDING CONSTRUCTION & DRAWING,D,4.00,4.00,1.00
,,,MATH121,INTERMEDIATE ALGEBRA,C,3.00,6.00,2.00
,,,BLD110A,MASONRY (THEORY),NG,1.00,,
,,,BLD116,GEOMETRY,C,1.00,2.00,2.00
,,,BLD103,PROPERTIES OF MATERIALS 1,C,2.00,4.00,2.00
,,,PHYS141,PHYSICS FOR BUILDING & ENGINEERING,F,2.00,0.00,0.00
,,,BLD107,BUILDING CONSTRUCTION AND DRAWING 1,C+,4.00,10.00,2.50
,,,CMPS144,PRINCIPLES OF PROGRAMMING II,B,3.00,9.00,3.00
,,,CMPS4131,SOFTWARE ENGINEERING,C+,3.00,7.50,2.50
,,,EDUC3453,CLASSROOM ASSESSMENT,B+,3.00,10.50,3.50
,,,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00
,,,CMPS256,OPERATING SYSTEMS,A,3.00,12.00,4.00
,,,CMPS3252,ALGORITHMS,C+,3.00,7.50,2.50
,,,CMPS319,SYSTEMS ENGINEERING,C+,3.00,7.50,2.50
,,,CMPS360,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50
,,,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,B+,3.00,10.50,3.50
,,,CMPS2992,PROJECT,B,3.00,9.00,3.00
,,,MATH322,LINEAR ALGEBRA 1,A-,3.00,11.25,3.75
,,,CMPS3151,TELECOMMUNICATION,C,3.00,6.00,2.00
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,D+,3.00,4.50,1.50
,,,CMPS2212,GUI PROGRAMMING,C+,3.00,7.50,2.50
,,,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00
,,,PSYC1014,INTRODUCTION TO PSYCHOLOGY,B+,3.00,10.50,3.50
,,,CMPS244,WEB APPLICATION DEV. 1,B,3.00,9.00,3.00
,,,CMPS323,SYSTEMS ADMINISTRATION,B,3.00,9.00,3.00
,,,CMPS4211,ADVANCED PC REPAIR,B,3.00,9.00,3.00
,,,CMPS4251,COMPUTER AND NETWORK SECURITY,C+,3.00,7.50,2.50
,,,ENGL3155,TECHNICAL WRITING,B+,3.00,10.50,3.50
,,,EDUC4256,MEASUREMENT AND EVALUATION,B,3.00,9.00,3.00
,,,CMPS3131,ADVANCED GUI PROGRAMMING,C,3.00,6.00,2.00
,,,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B,3.00,9.00,3.00
,,,MATH3251,CALCULUS III,A-,3.00,11.25,3.75
,,,CMPS2131,DATA STRUCTURES,C,3.00,6.00,2.00
,,,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75
,,,CMPS316,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75
,,,CMPS324,SOFTWARE ENGINEERING,B+,3.00,10.50,3.50
,,,CMPS412,ADVANCED COMPUTER ARCHITECTURE,A-,3.00,11.25,3.75
,,,CMPS416,COMPILER CONSTRUCTION,A-,3.00,11.25,3.75
,,,MATH441,NUMERICAL ANALYSIS,C+,3.00,7.50,2.50
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,A,3.00,12.00,4.00
,,,CMPS328,DATABASE MGMT. SYS. II,A,3.00,12.00,4.00
,,,CMPS422,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50
,,,PHYS241,GENERAL PHYSICS I,B+,3.00,10.50,3.50
,,,CMPS314,ALGORITHMS,B+,3.00,10.50,3.50
,,,MATH330,DISCRETE MATHEMATHICS,C+,3.00,7.50,2.50
,,,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00
,,,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00
,,,CMPS332,P C REPAIR,A-,3.00,11.25,3.75
,,,CMPS414,NETWORKING II,B,3.00,9.00,3.00
,,,MATH480,LINEAR PROGRAMMING.,A-,3.00,11.25,3.75
,,,ENGL318,TECHNICAL WRITING.,D+,3.00,4.50,1.50
,,,MATH330,DISCRETE MATHEMATHICS,A,3.00,12.00,4.00
,,,CMPS412,ADVANCED COMPUTER ARCHITECTURE,A-,3.00,11.25,3.75
,,,CMPS314,ALGORITHMS,B+,3.00,10.50,3.50
,,,MATH441,NUMERICAL ANALYSIS,A,3.00,12.00,4.00
,,,MATH480,LINEAR PROGRAMMING.,B+,3.00,10.50,3.50
,,,CMPS429,SENIOR INTERNSHIP,B,12.00,36.00,3.00
,,,CMPS328,DATABASE MGMT. SYS. II,B,3.00,9.00,3.00
,,,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00
,,,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,A-,3.00,11.25,3.75
,,,PHYS241,GENERAL PHYSICS I,A,3.00,12.00,4.00
,,,CMPS414,NETWORKING II,A,3.00,12.00,4.00
,,,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,A-,3.00,11.25,3.75
