semester_id,student_id,semester,credits_attempted,credits_earned,semester_points,semester_gpa
1313,,2005-2,12.00,12.00,36.00,3.10
1314,,2004-1,3.00,3.00,7.50,3.15
1315,,2004-1,3.00,3.00,10.50,3.15
1316,,2005-1,3.00,3.00,7.50,2.75
1317,,2004-1,3.00,3.00,9.00,3.15
1318,,2004-2,3.00,3.00,3.00,2.63
1319,,2004-3,3.00,3.00,11.25,3.88
1320,,2004-1,3.00,3.00,6.00,2.75
1321,,2004-1,3.00,3.00,6.00,2.75
1322,,2004-2,3.00,3.00,7.50,3.10
1323,,2005-1,3.00,3.00,7.50,2.61
1324,,2005-1,3.00,3.00,10.50,2.61
1325,,2004-1,3.00,3.00,7.50,2.75
1326,,2004-2,3.00,3.00,12.00,3.10
1327,,2005-1,3.00,3.00,7.50,2.61
1328,,2004-1,3.00,3.00,9.00,2.75
1329,,2005-1,3.00,3.00,11.25,2.61
1330,,2004-1,3.00,0.00,,2.75
1331,,2004-2,3.00,3.00,9.00,3.10
1332,,2005-1,3.00,3.00,7.50,2.61
1333,,2004-2,3.00,3.00,9.00,3.10
1334,,2004-2,3.00,3.00,9.00,3.10
1335,,2005-1,3.00,3.00,4.50,2.61
1336,,2005-1,3.00,3.00,6.00,2.61
1337,,2004-1,3.00,3.00,6.00,2.00
1338,,2004-2,3.00,0.00,0.00,
1339,,2011-2,3.00,3.00,10.50,3.00
1340,,2012-1,3.00,3.00,7.50,2.75
1341,,2012-1,3.00,3.00,9.00,2.75
1342,,2012-2,3.00,3.00,6.00,2.00
1343,,2011-1,3.00,3.00,6.00,2.70
1344,,2011-1,3.00,3.00,10.50,2.70
1345,,2011-3,3.00,3.00,7.50,2.50
1346,,2011-1,3.00,0.00,0.00,2.70
1347,,2011-1,3.00,3.00,7.50,2.70
1348,,2011-2,3.00,3.00,3.00,3.00
1349,,2011-2,3.00,3.00,10.50,3.00
1350,,2012-1,3.00,3.00,4.50,2.75
1351,,2013-2,12.00,12.00,36.00,3.00
1352,,2011-1,3.00,3.00,7.50,2.70
1353,,2011-2,3.00,3.00,9.00,3.00
1354,,2011-2,3.00,3.00,6.00,3.00
1355,,2013-1,3.00,3.00,4.50,2.00
1356,,2011-1,3.00,3.00,9.00,2.70
1357,,2012-1,3.00,3.00,4.50,2.75
1358,,2012-2,3.00,3.00,6.00,2.00
1359,,2013-1,3.00,3.00,6.00,2.00
1360,,2014-1,3.00,3.00,0.00,
1361,,2015-1,3.00,3.00,6.00,2.00
1362,,2021-1,3.00,3.00,6.00,2.90
1363,,2022-1,3.00,3.00,12.00,3.69
1364,,2020-3,3.00,3.00,11.25,3.75
1365,,2021-1,3.00,3.00,9.00,2.90
1366,,2022-1,3.00,3.00,12.00,3.69
1367,,2021-1,3.00,3.00,10.50,2.90
1368,,2021-1,3.00,3.00,7.50,2.90
1369,,2021-2,3.00,3.00,10.50,3.33
1370,,2022-1,3.00,3.00,11.25,3.69
1371,,2022-1,3.00,3.00,9.00,3.69
1372,,2022-2,12.00,,,
1373,,2021-1,3.00,3.00,10.50,2.90
1374,,2021-2,3.00,3.00,12.00,3.33
1375,,2021-2,3.00,3.00,7.50,3.33
1376,,2009-1,3.00,3.00,11.25,3.61
1377,,2009-1,3.00,3.00,10.50,3.61
1378,,2009-1,3.00,3.00,10.50,3.61
1379,,2009-1,3.00,3.00,10.50,3.61
1380,,2009-1,3.00,3.00,10.50,3.61
1381,,2009-2,12.00,12.00,48.00,4.00
1382,,2009-1,3.00,3.00,10.50,3.61
1383,,2009-1,3.00,3.00,12.00,3.61
1384,,2006-1,3.00,3.00,10.50,3.08
1385,,2006-1,3.00,3.00,9.00,3.08
1386,,2006-2,3.00,3.00,9.00,2.67
1387,,2006-2,3.00,3.00,7.50,2.67
1388,,2007-1,3.00,0.00,0.00,3.06
1389,,2007-1,3.00,3.00,10.50,3.06
1390,,2007-1,3.00,3.00,11.25,3.06
1391,,2006-1,3.00,3.00,10.50,3.08
1392,,2006-2,3.00,3.00,10.50,2.67
1393,,2006-2,3.00,3.00,7.50,2.67
1394,,2007-1,3.00,3.00,10.50,3.06
1395,,2006-2,3.00,3.00,7.50,2.67
1396,,2006-2,3.00,3.00,6.00,2.67
1397,,2007-2,12.00,12.00,45.00,3.54
1398,,2006-1,3.00,3.00,10.50,3.08
1399,,2006-1,3.00,3.00,7.50,3.08
1400,,2007-2,3.00,3.00,7.50,3.54
1401,,2006-1,3.00,3.00,7.50,3.08
1402,,2006-2,3.00,3.00,3.00,2.67
1403,,2007-1,3.00,3.00,4.50,3.06
1404,,2007-2,3.00,3.00,11.25,3.54
1405,,2006-1,3.00,3.00,10.50,3.75
1406,,2005-2,3.00,3.00,12.00,3.95
1407,,2006-1,3.00,3.00,12.00,3.75
1408,,2006-2,12.00,12.00,48.00,4.00
1409,,2005-1,3.00,3.00,9.00,3.35
1410,,2005-1,3.00,3.00,11.25,3.35
1411,,2005-1,3.00,3.00,10.50,3.35
1412,,2005-1,3.00,3.00,7.50,3.35
1413,,2005-2,3.00,3.00,11.25,3.95
1414,,2006-1,3.00,3.00,11.25,3.75
1415,,2005-2,3.00,3.00,12.00,3.95
1416,,2005-2,3.00,3.00,12.00,3.95
1417,,2005-1,3.00,3.00,12.00,3.35
1418,,2005-2,3.00,3.00,12.00,3.95
1419,,2006-1,3.00,3.00,10.50,3.75
1420,,2006-1,3.00,3.00,12.00,3.75
1421,,2006-1,3.00,3.00,10.50,3.33
1422,,2006-2,3.00,0.00,0.00,
1423,,2006-1,3.00,0.00,0.00,3.33
1424,,2006-1,3.00,3.00,9.00,3.33
1425,,2006-1,3.00,3.00,10.50,3.33
1426,,2006-2,3.00,0.00,0.00,
1427,,2006-2,3.00,0.00,0.00,
1428,,2006-1,3.00,0.00,0.00,3.33
1429,,2006-2,3.00,0.00,0.00,
1430,,2008-1,3.00,3.00,9.00,3.25
1431,,2010-2,3.00,3.00,9.00,3.25
1432,,2011-1,3.00,3.00,11.25,3.38
1433,,2015-2,3.00,3.00,9.00,3.00
1434,,2016-2,12.00,12.00,42.00,3.50
1435,,2018-1,3.00,3.00,9.00,3.00
1436,,2010-1,3.00,3.00,4.50,3.00
1437,,2011-1,3.00,3.00,9.00,3.38
1438,,2007-1,3.00,3.00,12.00,3.83
1439,,2010-1,3.00,3.00,9.00,3.00
1440,,2016-1,3.00,3.00,10.50,3.50
1441,,2017-1,3.00,3.00,10.50,3.50
1442,,2007-1,3.00,3.00,12.00,3.83
1443,,2007-1,3.00,3.00,10.50,3.83
1444,,2008-1,3.00,3.00,10.50,3.25
1445,,2008-2,3.00,3.00,10.50,3.50
1446,,2008-2,3.00,3.00,4.50,3.50
1447,,2017-2,3.00,3.00,11.25,3.75
1448,,2009-1,3.00,3.00,10.50,3.50
1449,,2010-2,3.00,3.00,10.50,3.25
1450,,2011-2,3.00,3.00,7.50,2.50
1451,,2012-1,3.00,3.00,10.50,3.50
1452,,2015-1,3.00,0.00,0.00,
1453,,2003-1,3.00,,,0.00
1454,,2003-1,3.00,,,0.00
1455,,2003-1,3.00,,,0.00
1456,,2003-1,3.00,,,0.00
1457,,2003-1,3.00,,,0.00
1458,,2003-1,3.00,,,0.00
1459,,2003-1,3.00,3.00,6.00,3.50
1460,,2003-2,3.00,3.00,7.50,2.50
1461,,2003-1,3.00,3.00,10.50,3.50
1462,,2003-1,3.00,3.00,11.25,3.50
1463,,2003-1,3.00,3.00,9.00,3.50
1464,,2004-1,3.00,3.00,9.00,2.10
1465,,2003-2,3.00,0.00,0.00,2.50
1466,,2004-1,3.00,3.00,3.00,2.10
1467,,2003-1,3.00,3.00,11.25,3.50
1468,,2004-2,3.00,3.00,6.00,2.50
1469,,2004-2,3.00,3.00,9.00,2.50
1470,,2004-1,3.00,3.00,7.50,2.10
1471,,2004-1,3.00,3.00,4.50,2.10
1472,,2004-1,3.00,3.00,7.50,2.10
1473,,2004-2,3.00,3.00,7.50,2.50
1474,,2007-1,3.00,3.00,9.00,3.04
1475,,2007-2,3.00,,,1.70
1476,,2007-2,3.00,3.00,7.50,1.70
1477,,2015-1,3.00,3.00,4.50,2.00
1478,,2015-2,3.00,3.00,11.25,3.13
1479,,2017-1,3.00,3.00,7.50,2.83
1480,,2007-1,3.00,3.00,9.00,3.04
1481,,2017-1,3.00,3.00,7.50,2.83
1482,,2007-1,3.00,3.00,7.50,3.04
1483,,2007-1,3.00,3.00,11.25,3.04
1484,,2007-2,3.00,3.00,6.00,1.70
1485,,2015-1,3.00,3.00,6.00,2.00
1486,,2016-1,3.00,3.00,9.00,2.75
1487,,2016-2,3.00,3.00,6.00,2.00
1488,,2017-2,3.00,3.00,10.50,3.50
1489,,2007-1,3.00,3.00,10.50,3.04
1490,,2016-1,3.00,3.00,7.50,2.75
1491,,2018-2,3.00,3.00,7.50,2.50
1492,,2007-2,3.00,3.00,0.00,1.70
1493,,2018-2,1.00,1.00,2.50,2.50
1494,,2007-1,3.00,3.00,7.50,3.04
1495,,2007-2,3.00,3.00,7.50,1.70
1496,,2007-2,3.00,3.00,4.50,1.70
1497,,2015-2,3.00,3.00,7.50,3.13
1498,,2017-1,3.00,0.00,0.00,2.83
1499,,2017-1,3.00,3.00,10.50,2.83
1500,,2017-2,12.00,12.00,42.00,3.50
1501,,2017-3,3.00,3.00,12.00,4.00
1502,,2008-1,3.00,0.00,0.00,3.05
1503,,2009-1,3.00,3.00,9.00,3.13
1504,,2009-1,3.00,3.00,10.50,3.13
1505,,2008-2,3.00,3.00,4.50,3.00
1506,,2009-2,3.00,3.00,11.25,3.71
1507,,2008-2,3.00,3.00,4.50,3.00
1508,,2008-2,3.00,3.00,7.50,3.00
1509,,2009-1,3.00,3.00,10.50,3.13
1510,,2009-2,3.00,3.00,10.50,3.71
1511,,2009-2,12.00,12.00,45.00,3.71
1512,,2008-1,3.00,3.00,6.00,3.05
1513,,2008-2,3.00,3.00,9.00,3.00
1514,,2009-1,3.00,3.00,11.25,3.13
1515,,2009-1,3.00,3.00,9.00,3.13
1516,,2008-1,3.00,3.00,10.50,3.05
1517,,2008-1,3.00,3.00,11.25,3.05
1518,,2008-2,3.00,3.00,10.50,3.00
1519,,2009-1,3.00,3.00,6.00,3.13
1520,,2008-1,3.00,3.00,10.50,3.05
1521,,2008-1,3.00,3.00,7.50,3.05
1522,,2009-1,3.00,0.00,0.00,3.17
1523,,2009-2,3.00,3.00,10.50,3.25
1524,,2010-1,3.00,3.00,9.00,3.29
1525,,2008-1,3.00,3.00,9.00,3.00
1526,,2008-2,3.00,3.00,9.00,3.00
1527,,2009-1,3.00,3.00,10.50,3.17
1528,,2010-1,3.00,3.00,9.00,3.29
1529,,2010-1,3.00,3.00,10.50,3.29
1530,,2009-1,3.00,3.00,9.00,3.17
1531,,2010-1,3.00,3.00,11.25,3.29
1532,,2010-2,3.00,3.00,9.00,2.83
1533,,2011-2,12.00,12.00,45.00,3.75
1534,,2008-1,3.00,3.00,9.00,3.00
1535,,2008-1,3.00,3.00,9.00,3.00
1536,,2008-2,3.00,3.00,10.50,3.00
1537,,2010-1,3.00,3.00,9.00,3.29
1538,,2008-2,3.00,3.00,6.00,3.00
1539,,2008-1,3.00,3.00,9.00,3.00
1540,,2008-1,3.00,3.00,6.00,3.00
1541,,2008-1,3.00,3.00,12.00,3.00
1542,,2008-2,3.00,3.00,10.50,3.00
1543,,2009-1,3.00,3.00,9.00,3.17
1544,,2009-2,3.00,3.00,11.25,3.25
1545,,2009-2,3.00,3.00,7.50,3.25
1546,,2010-1,3.00,3.00,10.50,3.29
1547,,2010-2,3.00,3.00,10.50,2.83
1548,,2010-2,3.00,3.00,6.00,2.83
1549,,2009-1,3.00,3.00,7.50,2.60
1550,,2009-2,3.00,3.00,4.50,2.50
1551,,2009-2,3.00,3.00,6.00,2.50
1552,,2010-1,3.00,3.00,6.00,2.50
1553,,2010-2,3.00,0.00,0.00,2.81
1554,,2010-2,3.00,3.00,6.00,2.81
1555,,2009-1,3.00,3.00,9.00,2.60
1556,,2009-1,3.00,3.00,7.50,2.60
1557,,2009-2,3.00,3.00,9.00,2.50
1558,,2010-1,3.00,3.00,7.50,2.50
1559,,2011-1,3.00,3.00,10.50,3.00
1560,,2011-2,3.00,3.00,4.50,2.50
1561,,2011-2,3.00,3.00,7.50,2.50
1562,,2011-3,3.00,3.00,7.50,2.75
1563,,2010-1,3.00,3.00,9.00,2.50
1564,,2010-1,3.00,3.00,4.50,2.50
1565,,2011-1,3.00,3.00,10.50,3.00
1566,,2011-2,3.00,3.00,7.50,2.50
1567,,2013-2,12.00,12.00,45.00,3.75
1568,,2009-1,3.00,3.00,9.00,2.60
1569,,2009-2,3.00,3.00,3.00,2.50
1570,,2010-1,3.00,3.00,7.50,2.50
1571,,2010-3,3.00,3.00,4.50,
1572,,2011-1,3.00,3.00,7.50,3.00
1573,,2009-2,3.00,0.00,0.00,2.50
1574,,2010-1,3.00,3.00,0.00,2.50
1575,,2010-2,3.00,3.00,7.50,2.81
1576,,2011-1,3.00,3.00,7.50,3.00
1577,,2009-1,3.00,0.00,0.00,2.60
1578,,2009-1,3.00,3.00,6.00,2.60
1579,,2010-2,3.00,3.00,9.00,2.81
1580,,2010-2,3.00,3.00,11.25,2.81
1581,,2011-1,3.00,3.00,9.00,3.00
1582,,2011-1,3.00,3.00,3.00,3.00
1583,,2011-3,3.00,3.00,9.00,2.75
1584,,2012-1,3.00,3.00,9.00,3.00
1585,,2005-1,3.00,3.00,11.25,3.90
1586,,2006-1,3.00,3.00,12.00,3.95
1587,,2006-2,12.00,12.00,48.00,4.00
1588,,2005-1,3.00,3.00,12.00,3.90
1589,,2006-1,3.00,3.00,12.00,3.95
1590,,2005-1,3.00,3.00,12.00,3.90
1591,,2005-1,3.00,3.00,11.25,3.90
1592,,2005-2,3.00,3.00,11.25,3.92
1593,,2006-1,3.00,3.00,12.00,3.95
1594,,2005-1,3.00,3.00,12.00,3.90
1595,,2005-2,3.00,3.00,11.25,3.92
1596,,2005-2,3.00,3.00,12.00,3.92
1597,,2005-2,3.00,3.00,12.00,3.92
1598,,2006-1,3.00,3.00,11.25,3.95
1599,,2005-2,3.00,3.00,12.00,3.92
1600,,2005-2,3.00,3.00,12.00,3.92
1601,,2006-1,3.00,3.00,12.00,3.95
1602,,2008-1,3.00,3.00,11.25,3.83
1603,,2008-2,3.00,3.00,11.25,3.60
1604,,2008-1,3.00,3.00,12.00,3.83
1605,,2008-2,3.00,3.00,11.25,3.60
1606,,2009-1,3.00,3.00,10.50,3.20
1607,,2009-1,3.00,3.00,9.00,3.20
1608,,2010-1,3.00,3.00,10.50,3.42
1609,,2010-1,3.00,3.00,9.00,3.42
1610,,2010-2,3.00,3.00,9.00,3.75
1611,,2010-2,3.00,3.00,10.50,3.75
1612,,2010-2,12.00,12.00,48.00,3.75
1613,,2009-1,3.00,3.00,10.50,3.20
1614,,2008-1,3.00,3.00,11.25,3.83
1615,,2008-2,3.00,3.00,10.50,3.60
1616,,2009-2,3.00,3.00,10.50,3.50
1617,,2008-2,3.00,3.00,10.50,3.60
1618,,2008-2,3.00,3.00,10.50,3.60
1619,,2009-1,3.00,3.00,7.50,3.20
1620,,2010-1,3.00,3.00,11.25,3.42
1621,,2009-1,3.00,3.00,10.50,3.20
1622,,2007-2,3.00,3.00,11.25,3.75
1623,,2007-2,3.00,3.00,10.50,3.75
1624,,2009-1,3.00,3.00,3.00,3.06
1625,,2009-1,3.00,3.00,6.00,3.06
1626,,2009-2,3.00,3.00,10.50,3.50
1627,,2007-2,3.00,3.00,12.00,3.75
1628,,2008-1,3.00,3.00,10.50,3.25
1629,,2008-1,3.00,3.00,11.25,3.25
1630,,2009-1,3.00,3.00,3.00,3.06
1631,,2006-2,3.00,3.00,10.50,3.75
1632,,2007-1,3.00,3.00,10.50,3.42
1633,,2008-1,3.00,3.00,7.50,3.25
1634,,2009-1,3.00,3.00,11.25,3.06
1635,,2009-1,3.00,3.00,10.50,3.06
1636,,2006-1,3.00,3.00,10.50,3.67
1637,,2006-2,3.00,3.00,12.00,3.75
1638,,2009-2,3.00,3.00,10.50,3.50
1639,,2009-2,12.00,12.00,42.00,3.50
1640,,2006-1,3.00,3.00,10.50,3.67
1641,,2006-1,3.00,3.00,12.00,3.67
1642,,2007-1,3.00,3.00,9.00,3.42
1643,,2009-1,3.00,3.00,9.00,3.06
1644,,2006-2,3.00,3.00,11.25,3.75
1645,,2007-1,3.00,3.00,11.25,3.42
1646,,2008-2,3.00,3.00,4.50,
1647,,2007-2,3.00,0.00,0.00,3.17
1648,,2007-2,3.00,3.00,12.00,3.17
1649,,2007-2,3.00,3.00,7.50,3.17
1650,,2008-1,3.00,3.00,12.00,4.00
1651,,2007-2,3.00,3.00,9.00,3.17
1652,,2009-1,3.00,3.00,7.50,2.00
1653,,2017-1,3.00,,,0.00
1654,,2008-1,3.00,0.00,0.00,4.00
1655,,2017-1,3.00,3.00,0.00,0.00
1656,,2008-1,3.00,0.00,0.00,4.00
1657,,2009-1,3.00,3.00,4.50,2.00
1658,,2007-1,3.00,0.00,0.00,3.13
1659,,2009-1,3.00,3.00,9.00,3.42
1660,,2007-1,3.00,3.00,7.50,3.13
1661,,2007-1,3.00,3.00,11.25,3.13
1662,,2007-1,3.00,3.00,11.25,3.13
1663,,2007-1,3.00,3.00,7.50,3.13
1664,,2007-2,3.00,3.00,7.50,2.50
1665,,2007-2,4.00,4.00,10.00,2.50
1666,,2008-1,3.00,3.00,6.00,2.00
1667,,2008-2,3.00,3.00,3.00,3.00
1668,,2009-1,3.00,3.00,10.50,3.42
1669,,2007-2,3.00,3.00,3.00,2.50
1670,,2008-1,3.00,3.00,6.00,2.00
1671,,2008-2,3.00,3.00,9.00,3.00
1672,,2008-2,12.00,12.00,36.00,3.00
1673,,2009-1,3.00,3.00,11.25,3.42
1674,,2009-1,3.00,3.00,3.00,2.96
1675,,2009-1,3.00,3.00,10.50,2.96
1676,,2009-1,3.00,3.00,10.50,2.96
1677,,2009-1,3.00,3.00,11.25,2.96
1678,,2009-1,3.00,3.00,9.00,2.96
1679,,2009-1,3.00,3.00,9.00,2.96
1680,,2006-1,3.00,3.00,11.25,3.14
1681,,2006-1,3.00,3.00,9.00,3.14
1682,,2006-1,3.00,3.00,9.00,3.14
1683,,2006-2,3.00,3.00,12.00,3.63
1684,,2006-2,3.00,3.00,12.00,3.63
1685,,2007-1,3.00,3.00,11.25,3.17
1686,,2007-2,3.00,3.00,6.00,2.63
1687,,2007-2,3.00,3.00,7.50,2.63
1688,,2007-2,3.00,3.00,3.00,2.63
1689,,2007-2,3.00,3.00,10.50,2.63
1690,,2007-2,3.00,3.00,7.50,2.63
1691,,2007-3,3.00,3.00,10.50,3.50
1692,,2008-1,3.00,3.00,9.00,3.42
1693,,2008-2,3.00,3.00,3.00,3.75
1694,,2009-1,3.00,3.00,6.00,2.75
1695,,2010-1,3.00,3.00,6.00,2.00
1696,,2006-1,3.00,3.00,7.50,3.14
1697,,2007-1,3.00,3.00,11.25,3.17
1698,,2007-1,3.00,3.00,7.50,3.17
1699,,2008-2,12.00,12.00,45.00,3.75
1700,,2006-2,3.00,3.00,9.00,3.63
1701,,2007-1,3.00,3.00,7.50,3.17
1702,,2007-1,3.00,3.00,9.00,3.17
1703,,2008-1,3.00,3.00,3.00,3.42
1704,,2008-1,3.00,3.00,10.50,3.42
1705,,2006-1,3.00,3.00,9.00,3.14
1706,,2007-1,3.00,3.00,10.50,3.17
1707,,2009-1,3.00,3.00,10.50,2.75
1708,,2006-1,3.00,3.00,9.00,3.14
1709,,2006-1,3.00,3.00,11.25,3.14
1710,,2006-2,3.00,0.00,0.00,3.63
1711,,2006-2,3.00,3.00,10.50,3.63
1712,,2006-2,3.00,3.00,0.00,3.63
1713,,2007-1,3.00,0.00,0.00,3.17
1714,,2008-1,3.00,3.00,11.25,3.42
1715,,2008-1,3.00,3.00,3.00,3.42
1716,,2009-1,3.00,3.00,3.00,2.75
1717,,2007-1,3.00,3.00,6.00,2.45
1718,,2008-2,3.00,3.00,6.00,2.44
1719,,2008-2,3.00,3.00,6.00,2.44
1720,,2009-1,3.00,3.00,10.50,2.67
1721,,2009-1,3.00,3.00,4.50,2.67
1722,,2009-2,3.00,3.00,9.00,3.05
1723,,2010-1,3.00,3.00,4.50,2.63
1724,,2010-1,3.00,3.00,9.00,2.63
1725,,2010-2,3.00,3.00,7.50,2.50
1726,,2011-1,3.00,3.00,12.00,3.38
1727,,2007-1,3.00,3.00,9.00,2.45
1728,,2008-1,3.00,3.00,3.00,2.00
1729,,2008-2,3.00,3.00,0.00,2.44
1730,,2008-2,3.00,3.00,0.00,2.44
1731,,2009-2,3.00,3.00,3.00,3.05
1732,,2009-2,3.00,3.00,10.50,3.05
1733,,2010-1,3.00,3.00,6.00,2.63
1734,,2010-2,3.00,3.00,7.50,2.50
1735,,2011-1,3.00,3.00,9.00,3.38
1736,,2007-1,3.00,3.00,6.00,2.45
1737,,2008-1,3.00,3.00,0.00,2.00
1738,,2009-1,3.00,3.00,7.50,2.67
1739,,2010-1,3.00,0.00,0.00,2.63
1740,,2010-1,3.00,3.00,9.00,2.63
1741,,2010-1,3.00,3.00,7.50,2.63
1742,,2011-1,3.00,3.00,10.50,3.38
1743,,2011-2,3.00,3.00,9.00,3.60
1744,,2011-2,12.00,12.00,45.00,3.60
1745,,2007-1,1.00,1.00,3.50,2.45
1746,,2007-2,3.00,3.00,7.50,2.25
1747,,2008-2,3.00,3.00,4.50,2.44
1748,,2009-1,3.00,3.00,6.00,2.67
1749,,2009-2,3.00,3.00,7.50,3.05
1750,,2007-2,3.00,3.00,6.00,2.25
1751,,2007-2,3.00,3.00,6.00,2.25
1752,,2008-1,3.00,3.00,6.00,2.00
1753,,2008-2,3.00,3.00,6.00,2.44
1754,,2008-2,3.00,3.00,11.25,2.44
1755,,2009-2,3.00,3.00,4.50,3.05
1756,,2009-2,3.00,3.00,7.50,3.05
1757,,2010-2,3.00,3.00,6.00,2.50
1758,,2007-2,3.00,3.00,4.50,2.25
1759,,2007-2,3.00,3.00,7.50,2.25
1760,,2009-2,3.00,3.00,11.25,3.05
1761,,2010-2,3.00,3.00,9.00,2.50
1762,,2011-1,3.00,3.00,9.00,3.38
1763,,2007-1,3.00,3.00,10.50,2.88
1764,,2007-1,3.00,3.00,7.50,2.88
1765,,2008-1,3.00,3.00,9.00,3.35
1766,,2008-1,3.00,3.00,11.25,3.35
1767,,2008-1,3.00,3.00,7.50,3.35
1768,,2008-1,3.00,3.00,11.25,3.35
1769,,2007-1,3.00,3.00,11.25,2.88
1770,,2007-1,3.00,3.00,9.00,2.88
1771,,2007-2,3.00,3.00,9.00,3.44
1772,,2007-2,3.00,3.00,11.25,3.44
1773,,2007-1,3.00,3.00,6.00,2.88
1774,,2007-2,3.00,3.00,3.00,3.44
1775,,2008-1,3.00,3.00,11.25,3.35
1776,,2008-2,12.00,12.00,48.00,4.00
1777,,2006-3,3.00,3.00,11.25,3.75
1778,,2007-1,3.00,3.00,7.50,2.88
1779,,2007-2,3.00,3.00,12.00,3.44
1780,,2007-2,3.00,3.00,9.00,3.44
1781,,2008-2,3.00,3.00,12.00,4.00
1782,,2004-2,3.00,3.00,10.50,3.45
1783,,2004-2,3.00,3.00,11.25,3.45
1784,,2005-2,3.00,3.00,11.25,3.42
1785,,2006-1,3.00,3.00,10.50,2.69
1786,,2007-1,3.00,3.00,9.00,2.75
1787,,2004-1,1.00,1.00,3.00,3.69
1788,,2004-1,3.00,3.00,12.00,3.69
1789,,2004-1,3.00,3.00,12.00,3.69
1790,,2004-1,3.00,3.00,12.00,3.69
1791,,2005-1,3.00,0.00,0.00,3.75
1792,,2005-1,3.00,3.00,11.25,3.75
1793,,2006-2,3.00,3.00,0.00,2.60
1794,,2006-2,3.00,3.00,12.00,2.60
1795,,2006-2,3.00,3.00,11.25,2.60
1796,,2007-1,3.00,3.00,7.50,2.75
1797,,2004-1,3.00,3.00,9.00,3.69
1798,,2004-2,3.00,3.00,7.50,3.45
1799,,2005-1,3.00,3.00,10.50,3.75
1800,,2005-2,3.00,3.00,9.00,3.42
1801,,2006-1,3.00,3.00,3.00,2.69
1802,,2006-2,3.00,3.00,4.50,2.60
1803,,2007-1,3.00,0.00,0.00,2.75
1804,,2004-2,3.00,3.00,11.25,3.45
1805,,2005-2,3.00,3.00,10.50,3.42
1806,,2006-1,3.00,3.00,11.25,2.69
1807,,2007-1,3.00,3.00,7.50,2.75
1808,,2005-1,3.00,3.00,12.00,3.75
1809,,2006-1,3.00,3.00,6.00,2.69
1810,,2006-1,3.00,3.00,7.50,2.69
1811,,2006-2,3.00,3.00,11.25,2.60
1812,,2007-1,3.00,0.00,0.00,2.75
1813,,2004-2,3.00,3.00,11.25,3.45
1814,,2005-1,3.00,3.00,11.25,3.75
1815,,2007-1,3.00,3.00,9.00,2.75
1816,,2006-2,3.00,3.00,12.00,3.96
1817,,2006-2,3.00,3.00,12.00,3.96
1818,,2007-1,3.00,3.00,12.00,4.00
1819,,2006-1,3.00,3.00,12.00,3.54
1820,,2006-1,3.00,3.00,9.00,3.54
1821,,2006-1,3.00,3.00,10.50,3.54
1822,,2006-2,3.00,3.00,12.00,3.96
1823,,2007-1,3.00,3.00,12.00,4.00
1824,,2006-2,3.00,3.00,12.00,3.96
1825,,2006-2,3.00,3.00,12.00,3.96
1826,,2007-1,3.00,3.00,12.00,4.00
1827,,2007-1,3.00,3.00,12.00,4.00
1828,,2007-1,3.00,3.00,12.00,4.00
1829,,2007-2,12.00,12.00,48.00,4.00
1830,,2006-1,3.00,3.00,12.00,3.54
1831,,2006-2,3.00,3.00,11.25,3.96
1832,,2006-1,3.00,3.00,11.25,3.54
1833,,2006-1,3.00,3.00,9.00,3.54
1834,,2007-1,3.00,0.00,0.00,4.00
1835,,2007-1,3.00,3.00,3.00,2.55
1836,,2007-1,3.00,3.00,7.50,2.55
1837,,2007-1,3.00,3.00,7.50,2.55
1838,,2007-1,3.00,0.00,0.00,2.55
1839,,2007-1,3.00,3.00,9.00,2.55
1840,,2007-1,3.00,3.00,11.25,2.55
1841,,2007-1,3.00,3.00,11.25,3.56
1842,,2007-1,3.00,3.00,11.25,3.56
1843,,2007-2,3.00,3.00,11.25,3.58
1844,,2008-1,3.00,0.00,0.00,3.17
1845,,2007-2,3.00,3.00,10.50,3.58
1846,,2007-2,3.00,3.00,10.50,3.58
1847,,2008-1,3.00,3.00,11.25,3.17
1848,,2008-1,3.00,3.00,9.00,3.17
1849,,2008-1,3.00,3.00,11.25,3.17
1850,,2007-1,3.00,0.00,0.00,3.56
1851,,2007-1,3.00,3.00,9.00,3.56
1852,,2007-1,3.00,3.00,11.25,3.56
1853,,2007-2,3.00,3.00,10.50,3.58
1854,,2007-3,3.00,3.00,10.50,3.50
1855,,2008-1,3.00,3.00,6.00,3.17
1856,,2008-1,3.00,3.00,9.00,3.17
1857,,2008-2,12.00,12.00,42.00,3.30
1858,,2007-2,3.00,3.00,10.50,3.58
1859,,2007-2,3.00,3.00,11.25,3.58
1860,,2007-1,3.00,3.00,3.00,3.56
1861,,2008-1,3.00,3.00,10.50,3.17
1862,,2008-2,3.00,3.00,7.50,3.30
1863,,2009-1,3.00,3.00,10.50,3.00
1864,,2009-1,3.00,3.00,7.50,3.00
1865,,2009-1,3.00,0.00,0.00,1.83
1866,,2009-1,3.00,0.00,0.00,1.83
1867,,2009-1,3.00,0.00,0.00,1.83
1868,,2009-1,3.00,3.00,6.00,1.83
1869,,2016-2,3.00,3.00,9.00,3.50
1870,,2006-1,3.00,,,0.00
1871,,2006-1,3.00,,,0.00
1872,,2017-1,3.00,3.00,12.00,3.33
1873,,2017-2,3.00,3.00,11.25,3.75
1874,,2018-1,3.00,3.00,11.25,3.63
