student_id,feeder_id,DOB,gender,ethnicity,city,district,program_start,programEnd,program_status,grade_date
8554,72,10/17/1990,M,Mestizo,BELIZE CITY,BELIZE,1/16/2012,,Dropped,
8593,48,9/17/1991,M,Mestizo,-,BELIZE,8/19/2013,,Terminated,
8602,13,9/17/1991,F,East Indian,BELIZE CITY,BELIZE,8/13/2012,,Terminated,
8620,21,8/30/1987,M,Mestizo,CAYO,BELIZE,8/18/2014,,Dropped,
8640,11,2/17/1995,M,Creole,BELMOPAN CITY,CAYO,8/14/2017,7/27/2019,Graduated,10/24/2020
8675,30,1/30/1992,M,Mestizo,SAN IGNACIO,CAYO,1/19/2015,,Dropped,
8704,30,01/08/1991,M,Mestizo,CAYO,BELIZE,8/19/2013,12/7/2015,Graduated,6/11/2016
8721,48,06/11/1994,M,Creole,STANN CREEK,BELIZE,1/18/2016,12/4/2017,Graduated,6/16/2018
8751,30,2/16/1994,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/13/2012,12/12/2016,Graduated,2/11/2017
8780,26,04/06/1993,M,Creole,STANN CREEK,BELIZE,8/19/2013,5/18/2015,Graduated,6/13/2015
8789,30,5/23/1994,M,Creole,-,CAYO,8/17/2015,7/27/2018,Graduated,6/15/2019
8792,63,10/08/1992,M,Mestizo,CAYO,BELIZE,8/19/2013,5/18/2015,Graduated,6/13/2015
8804,45,06/12/1992,F,Creole,BELIZE CITY,BELIZE,1/16/2017,7/27/2019,Graduated,10/24/2020
8834,25,02/11/1995,M,Mestizo,-,BELIZE,1/20/2014,12/7/2015,Graduated,2/6/2016
8858,79,12/17/1993,M,Mestizo,-,BELIZE,8/17/2015,5/15/2017,Graduated,6/24/2017
8884,30,06/08/1994,M,Mestizo,-,BELIZE,5/30/2011,,Terminated,
8921,20,5/25/1994,M,Mestizo,SAN IGNACIO,CAYO,8/15/2011,5/18/2015,Graduated,6/13/2015
8942,37,04/02/1993,M,Mestizo,CAYO,BELIZE,5/30/2011,5/15/2017,Graduated,6/24/2017
8989,32,12/10/1992,M,Creole,BELIZE CITY,BELIZE,5/30/2011,,Terminated,
9015,66,12/22/1984,M,Garifuna,TOLEDO,BELIZE,8/14/2014,12/12/2019,Graduated,10/24/2020
9021,30,11/10/1988,F,Mestizo,COROZAL DISTRICT,BELIZE,8/15/2011,,Terminated,
9047,33,09/03/1989,F,Creole,BELIZE CITY,BELIZE,8/13/2012,5/18/2015,Graduated,6/13/2015
9076,25,10/03/1988,M,Mestizo,COROZAL TOWN,COROZAL,1/5/2005,,Dropped,
9093,79,02/10/1995,M,Mayan,-,BELIZE,8/19/2019,1/26/2023,In Process,
9123,79,12/25/1991,M,Mestizo,BELMOPAN CITY,CAYO,8/1/2019,,In Process,
9126,13,4/23/1993,F,Creole,BELIZE CITY,BELIZE,8/1/2018,,Terminated,
9140,49,04/06/1983,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/14/2017,6/19/2020,Graduated,10/24/2020
9152,17,4/14/1991,F,East Indian,BELIZE CITY,BELIZE,1/15/2018,5/20/2021,Graduated,10/23/2021
9181,27,2/15/1991,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/18/2014,5/16/2016,Graduated,6/11/2016
9202,40,04/03/1992,M,Mestizo,BELIZE CITY,BELIZE,8/18/2014,,Terminated,
9230,79,4/13/1995,M,Mestizo,-,CAYO,8/15/2016,5/14/2018,Graduated,6/16/2018
9237,30,10/16/1992,M,Mestizo,BELMOPAN CITY,CAYO,8/1/2019,,Terminated,
9244,30,09/04/1995,M,Garifuna,BELMOPAN CITY,CAYO,8/15/2016,5/16/2019,Graduated,6/15/2019
9289,30,10/21/1993,F,Creole,BELIZE CITY,BELIZE,4/9/2014,5/16/2016,Graduated,6/11/2016
9299,49,4/26/1994,M,Mestizo,TRIAL FARM,ORANGE WALK,8/17/2015,5/15/2017,Graduated,6/24/2017
9318,30,6/13/1991,F,Garifuna,BELMOPAN CITY,CAYO,8/13/2012,5/18/2015,Graduated,6/13/2015
9331,27,10/29/1994,M,Mestizo,-,ORANGE WALK,8/13/2012,5/16/2016,Graduated,6/11/2016
9355,30,9/22/1995,F,Mestizo,SAN PABLO VILLAGE,ORANGE WALK,5/31/2012,,Terminated,
9367,45,12/12/1995,M,East Indian,ORANGE WALK TOWN,ORANGE WALK,8/13/2012,,In Process,
9396,79,5/18/1993,M,East Indian,BELIZE CITY,BELIZE,8/13/2012,5/18/2015,Graduated,6/13/2015
9406,36,03/06/1993,M,Creole,BELIZE CITY,BELIZE,8/1/2021,,In Process,
9431,30,03/12/1989,M,Creole,BELIZE CITY,BELIZE,1/4/2018,,Terminated,
9433,45,2/19/1994,M,Mestizo,-,STANN CREEK,8/19/2013,,Transferred,
9458,79,11/17/1993,M,Creole,BELMOPAN CITY,CAYO,8/18/2014,5/14/2018,Graduated,6/16/2018
9464,36,4/30/1996,M,Oriental,BELIZE CITY,BELIZE,8/18/2014,5/15/2017,Graduated,6/24/2017
9490,30,4/30/1996,M,Mestizo,BELIZE CITY,BELIZE,8/12/2013,,Terminated,
9504,30,11/15/1992,F,Creole,BELIZE CITY,BELIZE,8/18/2014,12/4/2017,Graduated,6/16/2018
9510,30,8/27/1972,F,Creole,BELIZE CITY,BELIZE,8/12/2013,,Terminated,
9532,10,5/28/1994,M,Creole,ORANGE WALK TOWN,BELIZE,8/12/2013,,Terminated,
9548,10,7/17/1990,F,Mestizo,ORANGE WALK TOWN,BELIZE,8/12/2013,,Dropped,
9567,66,09/07/1993,M,Mestizo,COROZAL,COROZAL,8/19/2013,12/4/2017,Graduated,6/16/2018
9590,79,01/07/1991,M,Creole,ORANGE WALK TOWN,BELIZE,8/12/2013,5/14/2018,Graduated,6/16/2018
9613,32,09/03/1989,M,Creole,CAYO,BELIZE,8/17/2015,12/4/2017,Graduated,6/16/2018
9649,66,05/12/1991,M,Creole,BELMOPAN CITY,CAYO,8/17/2015,12/4/2017,Graduated,6/16/2018
9683,49,10/30/1992,M,Unknown,NIGERIA,NIGERIA,8/12/2013,,Terminated,
9719,32,9/22/1993,F,Creole,LADYVILLE VILLAGE,BELIZE,1/18/2016,12/10/2018,Graduated,6/15/2019
9751,13,09/12/1992,M,Mestizo,-,CAYO,8/19/2019,,In Process,
9760,9,08/11/1994,M,Mestizo,BELIZE,BELIZE,8/15/2022,,In Process,
9764,11,10/11/1995,M,Mestizo,BELMOPAN CITY,CAYO,8/15/2016,5/14/2018,Graduated,6/16/2018
9772,66,2/24/1984,F,Garifuna,-,BELIZE,6/19/2017,5/16/2019,Graduated,6/15/2019
9779,10,11/07/1993,M,Mestizo,-,COROZAL,8/18/2014,5/20/2022,Graduated,10/15/2022
9791,18,10/06/1987,M,Mestizo,-,COROZAL,8/19/2019,,Dropped,
9822,18,8/27/1990,M,Mestizo,-,ORANGE WALK,8/15/2016,7/31/2020,Graduated,10/24/2020
9828,18,03/07/1995,M,Creole,ORANGE WALK TOWN,ORANGE WALK,8/18/2014,,Dropped,
9834,30,02/08/1998,M,Mestizo,-,ORANGE WALK,8/18/2014,5/15/2017,Graduated,6/24/2017
9838,13,9/17/1996,M,Mestizo,-,CAYO,8/14/2017,5/16/2019,Graduated,6/15/2019
9851,85,04/12/1994,M,Creole,BELIZE CITY,BELIZE,8/1/2020,,Terminated,
9876,61,04/12/1994,M,Other,-,CAYO,8/1/2018,,Dropped,
9888,21,3/26/1995,M,Mestizo,-,CAYO,1/4/2018,,In Process,
9916,36,5/28/1986,M,Unknown,Belize,BELIZE,8/18/2014,,Terminated,
9939,13,7/17/1985,F,Mestizo,SAN IGNACIO,CAYO,8/14/2017,5/16/2019,Graduated,6/15/2019
9942,49,8/25/1997,M,Oriental,-,TOLEDO,8/14/2017,5/16/2019,Graduated,6/15/2019
9965,40,02/01/1997,M,Creole,-,STANN CREEK,8/1/2020,,In Process,
9970,22,6/27/1987,M,Creole,-,STANN CREEK,8/14/2017,,Terminated,
10001,27,05/10/1997,M,Mayan,BELMOPAN CITY,CAYO,8/1/2020,,Terminated,
10004,20,3/31/1995,M,Creole,LADYVILLE VILLAGE,BELIZE,8/14/2017,5/16/2019,Graduated,6/15/2019
10013,25,1/17/1997,M,Creole,BELMOPAN CITY,CAYO,8/19/2019,12/9/2021,Graduated,10/15/2022
10018,79,7/26/1998,M,Mestizo,-,CAYO,8/19/2019,5/20/2022,Graduated,10/15/2022
10034,45,6/15/1998,M,Other,BELMOPAN CITY,CAYO,8/13/2018,12/9/2020,Graduated,10/23/2021
10074,30,6/15/1998,M,Mestizo,BELIZE,465,8/17/2015,5/16/2019,Graduated,6/15/2019
10086,44,5/26/1997,F,Mestizo,SAN JOSE SUCCOTZ VILLAGE,CAYO,8/17/2015,,Dropped,
10114,40,12/14/1998,F,Mestizo,BELIZE,BELIZE,8/17/2015,5/14/2018,Graduated,6/16/2018
10145,44,10/22/1996,M,Creole,BELIZE,BELIZE,8/1/2021,,In Process,
10156,48,10/27/1998,M,Mestizo,BELIZE CITY,BELIZE,1/17/2023,,In Process,
10173,13,10/17/1997,F,Creole,BELIZE,BELIZE,8/17/2015,12/10/2018,Graduated,6/15/2019
10182,42,06/08/1991,M,East Indian,STANN CREEK,STANN CREEK,8/17/2015,,Terminated,
10208,32,12/17/1985,M,Creole,BELIZE,BELIZE,8/17/2015,6/19/2020,Graduated,10/24/2020
10239,26,04/12/1994,M,Mestizo,-,STANN CREEK,8/14/2017,5/16/2019,Graduated,6/15/2019
10266,30,6/16/1997,M,Mayan,BELMOPAN CITY,CAYO,8/13/2018,6/19/2020,Graduated,10/24/2020
10275,40,12/18/1994,F,Other,BELMOPAN CITY,CAYO,8/19/2019,5/20/2021,Graduated,10/23/2021
10293,79,09/10/1996,M,Garifuna,BELIZE CITY,BELIZE,8/1/2022,,In Process,
10306,47,11/10/1992,M,Garifuna,BELIZE CITY,BELIZE,8/15/2016,,Terminated,
10321,30,10/07/1995,M,Mestizo,BELMOPAN CITY,CAYO,8/15/2016,6/19/2020,Graduated,10/24/2020
10347,32,3/24/1997,M,Mestizo,-,BELIZE,8/15/2016,,Terminated,
10375,25,04/08/1997,M,Mestizo,-,COROZAL,8/15/2016,,Terminated,
10382,66,7/19/1986,F,Unknown,-,BELIZE,8/1/2018,12/9/2020,Graduated,10/23/2021
10415,48,3/28/1995,M,Unknown,BELMOPAN CITY,CAYO,8/13/2018,6/19/2020,Graduated,10/24/2020
10427,13,3/28/1995,M,Unknown,-,CAYO,8/13/2018,12/9/2020,Graduated,10/23/2021
10437,66,12/06/1990,M,Unknown,-,STANN CREEK,8/15/2016,5/16/2019,Graduated,6/15/2019
10446,27,12/29/1990,M,Unknown,BELIZE CITY,BELIZE,8/13/2018,6/19/2020,Graduated,10/24/2020
10471,30,04/09/1994,M,Unknown,-,CAYO,8/19/2019,12/9/2021,Graduated,10/15/2022
10500,79,12/19/1999,M,Mestizo,BELMOPAN CITY,CAYO,8/13/2018,6/19/2020,Graduated,10/24/2020
10506,28,8/19/1999,M,Unknown,-,BELIZE,8/13/2018,12/9/2021,Graduated,10/15/2022
10533,10,11/21/1998,M,Unknown,BELMOPAN CITY,CAYO,8/19/2019,7/22/2022,Graduated,10/15/2022
10542,10,08/08/1997,M,Unknown,BELMOPAN CITY,CAYO,8/19/2019,5/20/2021,Graduated,10/23/2021
10565,79,12/16/1999,M,Unknown,BELMOPAN CITY,CAYO,8/1/2018,,Terminated,
10568,13,4/23/1999,M,East Indian,SAN IGNACIO,CAYO,8/13/2018,12/9/2020,Graduated,10/23/2021
10591,30,4/22/1998,M,Creole,BELIZE CITY,BELIZE,8/1/2019,,Dropped,
10601,13,11/28/1998,M,Unknown,-,CAYO,8/13/2019,7/23/2021,Graduated,10/23/2021
10609,13,07/05/1999,M,Unknown,BELIZE CITY,BELIZE,1/17/2019,12/9/2021,Graduated,10/15/2022
10614,13,12/04/1998,F,Unknown,BELMOPAN CITY,CAYO,8/13/2018,6/19/2020,Graduated,10/24/2020
10627,13,10/11/1998,M,Unknown,BELMOPAN CITY,CAYO,8/1/2020,,Terminated,
10646,26,12/08/1999,M,Unknown,-,TOLEDO,8/15/2016,6/19/2020,Graduated,10/24/2020
10653,79,7/15/1999,M,Unknown,-,BELIZE,8/1/2021,,In Process,
10669,79,2/13/2000,M,Creole,BELMOPAN CITY,CAYO,8/1/2019,,Terminated,
10677,32,5/17/1999,M,Unknown,BELMOPAN CITY,CAYO,8/14/2017,,Dropped,
10697,79,06/08/2000,M,Unknown,BELMOPAN CITY,CAYO,8/1/2019,,In Process,
10715,30,08/04/1999,M,Unknown,BELIZE,BELIZE,8/14/2017,6/19/2020,Graduated,10/24/2020
10720,44,7/28/1997,M,Mayan,-,TOLEDO,8/1/2020,,Terminated,
10731,30,7/20/1998,M,Unknown,-,COROZAL,8/14/2017,,Terminated,
10734,25,4/29/1974,M,Mestizo,-,COROZAL,8/14/2017,,Terminated,
10762,79,06/01/1980,F,Unknown,-,COROZAL,8/14/2017,,Terminated,
10773,48,06/01/1980,M,Unknown,-,BELIZE,8/14/2017,12/9/2022,Graduated,
10785,20,9/29/1991,M,Other,-,STANN CREEK,8/14/2017,5/20/2021,Graduated,10/23/2021
10788,13,3/20/2001,M,Mestizo,COROZAL TOWN,COROZAL,8/1/2019,,In Process,
10793,13,11/25/1989,M,Mestizo,-,STANN CREEK,6/1/2019,12/9/2022,Graduated,
10801,29,02/03/1995,M,Other,BELMOPAN CITY,CAYO,8/19/2019,5/20/2022,Graduated,10/15/2022
10807,25,10/02/1993,M,Mestizo,BELMOPAN CITY,CAYO,8/19/2019,5/20/2021,Graduated,10/23/2021
10832,30,3/14/1998,F,Mestizo,BELMOPAN CITY,CAYO,8/13/2019,5/20/2021,Graduated,10/23/2021
10840,79,7/27/1998,F,Creole,BELMOPAN CITY,CAYO,8/19/2019,12/9/2022,Graduated,
10859,32,2/17/2001,M,Mestizo,BELMOPAN CITY,BELIZE,8/17/2020,5/20/2022,Graduated,10/15/2022
10863,20,03/12/2001,M,Mestizo,BELIZE CITY,BELIZE,8/1/2018,,Dropped,
10870,30,1/23/2000,M,Unknown,COROZAL TOWN,COROZAL,8/14/2017,,Terminated,
10889,40,8/24/2000,M,Creole,BELIZE CITY,BELIZE,8/1/2022,,In Process,
10901,28,3/28/2000,M,Mestizo,BELMOPAN CITY,CAYO,8/1/2021,,In Process,
10914,27,08/12/2002,F,Creole,BELMOPAN CITY,CAYO,1/1/2021,,In Process,
10925,63,4/24/1999,M,Mestizo,-,ORANGE WALK,8/1/2018,,Dropped,
10955,39,11/04/1984,M,Mestizo,-,ORANGE WALK,8/15/2022,,In Process,
10958,20,01/09/1993,M,Mestizo,-,ORANGE WALK,8/1/2018,,Terminated,
10971,30,7/22/1989,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/1/2022,,Dropped,
10977,45,2/14/2002,F,Other,DANGRIGA TOWN,STANN CREEK,8/1/2021,,In Process,
10983,27,12/09/2001,M,Mestizo,COROZAL TOWN,COROZAL,8/1/2018,,Dropped,
11004,17,02/10/2000,M,Creole,-,BELIZE,8/1/2018,,In Process,
11029,66,02/10/2000,F,Mestizo,BELMOPAN CITY,CAYO,8/17/2020,5/20/2022,Graduated,10/15/2022
11054,72,7/30/1990,F,Mestizo,SAN IGNACIO,CAYO,8/17/2020,5/20/2022,Graduated,10/15/2022
11082,79,12/12/1995,M,Mestizo,-,CAYO,8/1/2021,,In Process,
11096,28,09/03/2001,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/13/2018,,In Process,
11107,27,5/22/2001,M,Other,BELIZE CITY,BELIZE,8/1/2021,,In Process,
11132,26,10/12/1988,M,Creole,BELIZE CITY,BELIZE,8/13/2018,,In Process,
11138,26,07/02/1995,M,Creole,-,STANN CREEK,1/1/2022,,In Process,
11164,30,7/29/2001,M,Creole,BELIZE CITY,BELIZE,8/1/2018,,Dropped,
11169,30,11/28/2000,M,Mestizo,BELIZE CITY,BELIZE,8/13/2018,5/20/2021,Graduated,10/23/2021
11191,36,10/09/2001,M,Mestizo,-,ORANGE WALK,8/1/2020,,In Process,
11198,86,06/12/1984,M,Mestizo,BELMOPAN CITY,CAYO,8/17/2020,5/20/2022,Graduated,10/15/2022
11224,33,02/03/2002,M,Creole,BELMOPAN CITY,CAYO,1/1/2021,,In Process,
11250,40,11/17/1997,M,Mayan,-,STANN CREEK,8/13/2018,7/23/2021,Graduated,10/23/2021
11277,48,9/23/2001,M,Mestizo,-,ORANGE WALK,8/13/2018,5/20/2022,Graduated,10/15/2022
11301,10,01/10/2002,M,Mestizo,-,ORANGE WALK,8/17/2020,,In Process,
11319,10,03/07/1996,M,Mestizo,SAN IGNACIO,CAYO,8/1/2018,,Terminated,
11344,79,01/06/2000,M,Mestizo,BELIZE CITY,BELIZE,8/1/2018,,In Process,
11353,79,11/03/2001,M,Mestizo,SAN IGNACIO,CAYO,1/1/2019,,In Process,
11356,30,6/28/2001,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,8/1/2021,,In Process,
11371,20,5/22/2001,M,Creole,BELIZE CITY,BELIZE,8/1/2019,,In Process,
11378,20,4/17/2001,M,Mestizo,BELMOPAN CITY,CAYO,8/15/2022,,In Process,
11404,66,1/25/1999,M,Mestizo,-,COROZAL,8/16/2021,,In Process,
11423,79,06/09/1999,F,Other,PUNTA GORDA TOWN,TOLEDO,8/1/2021,,In Process,
11449,25,06/09/1999,M,Ketchi,-,TOLEDO,1/17/2023,,In Process,
11462,79,9/24/1991,M,Other,DANGRIGA TOWN,STANN CREEK,8/1/2021,,In Process,
11468,79,5/13/1998,F,Creole,BELIZE CITY,BELIZE,8/1/2020,,In Process,
11471,13,4/27/1998,M,Mestizo,BELIZE CITY,BELIZE,8/1/2020,,In Process,
11506,13,10/24/2001,M,Mestizo,-,ORANGE WALK,8/1/2020,,Terminated,
11517,45,4/20/1998,M,Other,-,TOLEDO,1/17/2023,,In Process,
11521,45,12/30/2000,M,Mestizo,DANGRIGA TOWN,STANN CREEK,8/1/2022,,In Process,
11551,27,8/25/2002,M,Other,DANGRIGA TOWN,STANN CREEK,8/15/2022,,In Process,
11564,49,3/15/2003,F,Garifuna,Belize,BELIZE,1/1/2022,,Transferred,
11580,27,11/17/2002,M,Creole,ORANGE WALK TOWN,ORANGE WALK,6/24/2022,,In Process,
11618,21,06/06/2002,F,Mestizo,BELIZE CITY,BELIZE,8/1/2021,,In Process,
11654,66,10/17/1991,M,Creole,-,COROZAL,8/15/2022,,In Process,
11688,30,8/20/2000,M,Mayan,-,STANN CREEK,8/1/2021,,In Process,
11692,45,6/14/2003,M,Creole,-,BELIZE,8/1/2022,,In Process,
11702,22,01/03/1996,M,Mestizo,SAN IGNACIO,CAYO,8/1/2022,,Dropped,
11725,20,3/21/1999,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/1/2022,,In Process,
11743,72,9/17/2002,M,Mestizo,COROZAL TOWN,COROZAL,8/1/2022,,In Process,
11750,30,10/13/2003,F,East Indian,BELIZE CITY,BELIZE,8/1/2022,,In Process,
11753,51,06/05/2003,M,Unknown,CAYO,BELIZE,8/28/2000,5/10/2003,Graduated,6/8/2003
11782,25,2/19/2003,F,Creole,BELIZE CITY,BELIZE,8/23/2000,,Dropped,
11822,66,3/31/2003,F,Other,BELMOPAN CITY,CAYO,8/18/2003,,Dropped,
11828,36,3/24/1991,M,Other,BELMOPAN CITY,CAYO,8/28/2000,5/10/2002,Graduated,6/2/2002
11854,66,6/23/2000,M,Mestizo,BELIZE CITY,BELIZE,8/13/2007,5/19/2014,Graduated,6/14/2014
11886,30,12/22/2002,F,Unknown,BELIZE CITY,BELIZE,8/13/2007,5/13/2013,Graduated,6/15/2013
11891,30,08/01/2002,M,Caucasian,BELMOPAN CITY,CAYO,12/14/1999,5/10/2003,Graduated,6/8/2003
11900,38,7/22/2001,F,Creole,BELIZE CITY,BELIZE,8/19/2013,,Dropped,
11908,,10/14/1999,,,,,,,,
11930,,2/15/2002,,,,,,,,
11964,,04/04/2002,,,,,,,,
11989,,2/17/1985,,,,,,,,
11995,,08/06/2002,,,,,,,,
12009,,10/13/2003,,,,,,,,
12021,,3/21/2003,,,,,,,,
12041,,7/14/1982,,,,,,,,
12064,,6/23/1972,,,,,,,,
12069,,08/12/1967,,,,,,,,
12112,,12/25/1971,,,,,,,,
12118,,11/26/1973,,,,,,,,
12132,,07/09/1979,,,,,,,,
12173,,2/24/1981,,,,,,,,
12198,,1/27/1979,,,,,,,,
12207,,6/13/1978,,,,,,,,
